,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
827,gp:AOqpTOH9M_nHEk70HNB_UN6avI9RYk4RafJBjW_H9JQJXNPYQ28QJgd_KVGQl6AB6L5Bg64MOKl4BjUcfpyQNA,ppahe Putry,https://play-lh.googleusercontent.com/a/AATXAJz9XRspoaBa1gBRIQ2NplnchCKjgDfKU6ZMtZi_=mo,Tolong dipermudah 🙏🙏🙏🙏🙏🙏,5,0,1.1.2000,2021-04-28 16:50:45,,
828,gp:AOqpTOEedFwiXxtRNS5vL8tId7F6DXuzqJgPSVctNewsmsNDIyE2kFs_SdQt2GhFJL_cHQoUH2_RvP4fS-3NSA,Yuri Aditya,https://play-lh.googleusercontent.com/a-/AOh14GiJtoF76Pk80QA9XrYuP_cugRbayBFm4HanJ-gR,"Mohon maaf, ini kok susah ya untuk verifikasi KTPnya, padahal sudah tidak memakai aksesoris, jaringan lancar, pencahayaan baik, muka terlihat jelas sesuai bingkai, tapi kok gagal terus, ini bagaimana ya solusinya?",4,0,1.1.2000,2021-04-28 16:11:19,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:08:33
829,gp:AOqpTOExWt6MnJDp9BF_X2F4XOrILOjOIwob7eF_Ptz6ECgb7FV0a5NkvHhdHJ4ftkkHKLnqvvWCiOri57j_0g,Iqbal Herdiansyah,https://play-lh.googleusercontent.com/a/AATXAJx05zH_zBYbfFk12qygwHVvtnzk44i5LbwEDiwG=mo,"Terima kasih, SIM Saya sudah jadi.. Saya perpanjang SIM Online prosesnya hampir seminggu.. Tp perpanjang SIM bisa di proses 90 hari sebelum masa berlaku habis.. Bravo POLRI",5,0,1.1.2000,2021-04-28 15:36:07,Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-04-29 11:09:06
830,gp:AOqpTOExuOw3C6BmXp3UVHViSUrNV4V6xpsVnzq57fkD-G8pVVyWoeAB6IlN7toHVSc-vMAB5wx3LZtHQXMr0w,Arie Midoen@gmail.com Midoen,https://play-lh.googleusercontent.com/a/AATXAJygHP5pQL6GL61UxLrq_wiLcBUsi1n6kk6SR7O-=mo,"Pak saya sudah melakukan perpanjangan semua sudah berhasil,dan sudah melakukan pembayaran.tapi kenapa prosesnya belum lanjut ya masih notif dibayar.belum d proses yanpak?kalau gak ada kejelasan sementara kami pikir dproses dan sim saya lewat / mati saya yg di salahkan pak.mohon bantuan nya kemana harus saya cek status ini.terima kasih",1,0,1.1.2000,2021-04-28 15:29:51,"Mohon maaf, saat ini pengajuan perpanjangan SIM melalui aplikasi mengalami lonjakan pendaftaran sehingga proses di Satpas membutuhkan waktu yang lebih panjang. Silahkan mengecek status transaksi Anda secara berkala. Terima kasih.",2021-04-29 11:09:38
831,gp:AOqpTOHvyo_qNTWWbNPC8uvZXnCds_v-j24zGgsOhf7hUzEeTnszr3YFGwFFIT1FwS0uQbfpeLy2QFQTJkVbvQ,Edy Tri Wahyudi,https://play-lh.googleusercontent.com/a-/AOh14GjlO4mfpCl3xGCCc-k4ly2fe8tYnr3Mi6L-0SOD,Verifikasi KTP selalu gagal... solusinya gimana min... nyoba udah lebih dari 50 kali selalu gagal...email sama nomor hp udah ter verifikasi.. giliran KTP susah nya amit2...,2,0,1.1.2000,2021-04-28 15:17:44,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:09:55
832,gp:AOqpTOHzvc7ksjr2pRrY282GKIp5dm8SinVUOm_MfC4rKEQR8E-qo_IXfcGMNMiRyVj-X7jUDG-eZ-ijR64m9A,Febrian Novrizal Salam,https://play-lh.googleusercontent.com/a-/AOh14Gj5m7thdriP8isQcoFHWqqkkkfQ1X0xCBeSKsKw,Sangat membantu... untuk menghindari para oknum atau calo yang gila gila an.... terimakasih bapa Kapolri 🙏🙏,5,0,1.1.2000,2021-04-28 14:52:12,Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-04-29 11:10:10
833,gp:AOqpTOHqjDl-QFfYoflGiwDSro28mp61siSxqYHgkJ8aGqThyXszzuNUWiXjwu2SRRUOdhP1AhKMWFRk7iOv2Q,Abu fauzan,https://play-lh.googleusercontent.com/a-/AOh14GgUp1GPW1jnmIfavlq0DJBZgaBBik-Ws18VYRsv,Verifikasi KTP susah...sudah dicoba beberapa kali tetap salah...sampai capek,1,0,1.1.2000,2021-04-28 14:47:38,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:10:30
834,gp:AOqpTOHtXHbPTXhMQaHtENzr5RAmCrolIGmJ_Gc-AvWWYwvXA9vOYNTCu3uL_zPMSgHx500K-p_lKMZ7tIakuw,Hady Prayitno,https://play-lh.googleusercontent.com/a-/AOh14GhoVneUT3YA_xFUwnqy-QkQdxDRWzRLX3WPdbHt,Saya butuh kontak email atau apa aja yang bisa mengarahkan saya cara penggunaannya,1,0,1.1.2000,2021-04-28 14:28:09,"Mohon maaf atas ketidaknyamanannya. Silahkan mengupdate aplikasi Digital Korlantas POLRI Anda dan mencobanya kembali secara berkala. Apabila masih ada isu, silahkan mengunjungi website https://www.digitalkorlantas.id/ . Korlantas POLRI akan meningkatkan kualitas aplikasi ini. Terima kasih.",2021-04-29 11:11:50
835,gp:AOqpTOF1HSDMAsCs9QjNUFvklOz_WH1m2atec7WHyA6W0rcv7LeOqi2S_iIuNTCzbksSJlWSqDyGShi-ITyCiA,Riyan Adiputra,https://play-lh.googleusercontent.com/a-/AOh14Gg6TIORhveDtxG7O2c6lEZtKsOHxPvkBC57EMZgaA,Bagaimana cara mendapatkan virtual account BNI nya? Di riwayat saya sudah ada disuruh bayar tapi saya tidak tahu nomor virtual account nya.. mohon bantuannya..,5,0,1.1.2000,2021-04-28 14:08:18,"Apakah Anda sudah memilih metode pembayaran? Apabila sudah, mohon untuk mengecek email yang berisi informasi nomor VA. Jika Anda tidak menerima email yang berisi nomor VA, mohon menunggu 3x24 jam agar transaksi Anda expired secara otomatis. Kemudian Anda dapat mengulangi proses perpanjangan SIM Anda. Terima kasih.",2021-04-29 11:12:19
836,gp:AOqpTOEs-2C3qjj7c3taLDgOVhiuDtpDjzl-BrCNLXX_wVh13NXtYenCmYAEARAFeMTJjKUqYgwaAM-5tXwySQ,Faiz Fajar N,https://play-lh.googleusercontent.com/a-/AOh14Gim5vrEOiQq8g704DIO8M5Iwi6I-x4D3KqXq_rQ,"waktu verifikasi muka gagal mulu, apa karena dulu waktu foto KTP gak berkumis sekarang berkumis yaak😂",2,0,1.1.2000,2021-04-28 14:01:25,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:12:33
837,gp:AOqpTOGqvB-CWmVZs6jr3dZXTq78piR1KLs2kBv4fj84l9TKiAlaaD6Hi4f1nAXPaYoEOgKckP1a4QI4QBYChw,ERNES HAREFA,https://play-lh.googleusercontent.com/a-/AOh14GgGQum0n8lMSOC2yAQEKgmeGdFPUXh_3rqcgZiTxQ,"Saya sudah update aplikasi. Saat verifikasi KTP dengan foto wajah, mengikuti perintah buka mulut, agungkan kepala, kedipkan mata, dan sebagainya. Namun tetap saja verifikasi gagal/tidak berhasil. Saya tidak tau permasalahannya dimana. Saran saya, supaya diperbaiki lagi sistem aplikasinya.",1,15,1.1.2000,2021-04-28 13:51:51,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:12:43
838,gp:AOqpTOEhuXFIxphniDNJpICY6lkBhU9NdjqZKyRL4r-3IMtymbs1B7Jh0UWoGCAabeOyv2TU-A13rTUFCCefUg,Huda syifa Warahmah,https://play-lh.googleusercontent.com/a-/AOh14GjPAGvy7fUCgTqHzKAkrnm3Xu9qiw6N-SocgtWGEVs,Tidak berfungsi aplikasi ini!! Sya tidak bisa verivikasi sama skali! Slalu gagal dan di suruh ke satpas terdekat?? Trs guna nya aplikasi ini apa???,1,0,1.1.2000,2021-04-28 13:47:23,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:12:52
839,gp:AOqpTOGKAHiKVvjSTIaMU1dpVvteMQvFqdGMmeYLsIMvA0CyjsNt64hLb3u83asykySb1EHqeC5ir9N0kSYQqg,Ujank Muslih,https://play-lh.googleusercontent.com/a-/AOh14GgFC0BucnWwb9HtSKlmInZkKKBE2ZMR6BFyQWZbuQ,Mohon untuk info nya bapak komandan..untuk pendaftaran SIM BARU bagaimana cara nya. Mohon komandan arahan nya. Terima kasih.,4,0,1.1.2000,2021-04-28 13:37:21,"Mohon maaf, saat ini pembuatan SIM Baru melalui aplikasi Digital Korlantas POLRI belum dapat dilakukan karena sedang dalam proses pengembangan. Silahkan menghubungi SATPAS terdekat. Terima kasih.",2021-04-29 11:13:14
840,gp:AOqpTOEtYsC8R9QP13ib3jKcK90qXf2bGohXeFJqI7aNyl7lawsVe0jKtM_UL4KBO3hlBjGOxMYYwlnQpk28AQ,Marnius Potto,https://play-lh.googleusercontent.com/a-/AOh14GjSDFc1w-cPPDDBNnH1lwkRjMKbpPnxQfv78RfH,Good,5,0,,2021-04-28 13:17:59,Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-04-29 11:13:28
841,gp:AOqpTOEqz2Piq7PivdZXhvVCxJkDMk-uYFyedBLyDMw2acpzw3I9ejzjWrSuZaGpRsWrGq5_8AsxevpruSED_g,hary warlord,https://play-lh.googleusercontent.com/a-/AOh14GjoKuqFF10et0__UmHn1WWvt461mUa-nnd8rfdgqQ,daftar aplikasi eppsi. id tidak bisa. email sudah terdaftar tapi tiap login belum teverifikasi. saya masukkan kode verifikasi email salah registrasi ulang.giliran saya ganti email. NIK sudah terdaftar silahkan login.giliran login email blum terverifikasi. harus bagaimana gak mungkin ganti NIK.,1,0,1.1.2000,2021-04-28 13:09:51,"Mohon maaf, terkait isu tes Epsi yang Anda alami, silahkan email ke eppsi.helpdesk@gmail.com untuk mendapatkan informasi lebih lanjut. Demikian informasi yang dapat kami sampaikan. Terima kasih.",2021-04-29 11:14:03
842,gp:AOqpTOGbnNSmwe8m-U-rBSkVQv3U2F03sdYrL7QmpOzAwTG0opW1kyX3Hz3TIvK6L11Xt0tPKvHidx__P2M7gQ,willia gledies,https://play-lh.googleusercontent.com/a-/AOh14Gj5m5WuvdcwC6WMayCZYTiG00fOnbhO-gW3jXvX,"Dr awal lancar, masuk ke pilih wilayah polda Kalimantan barat, gak muncul.. akhirnya mutusin pake alamat di Metro jaya. Skg yg jadi masalah untuk alamat pengiriman.. saya di kabupaten kubu raya, kecamatan sungai raya.. tp di pilihannya tidak ada kecamatan sungai raya, giliran kolom kecamatan dikosongi gk bisa lanjut proses... yg tadinya semangat jd lesuhhh kalo begini.. bkn mempermudah jd mempersulit.. bahkan email saya 2 hari yg lalu sampai dgn saat ini tidak ada balasan",3,3,1.1.2000,2021-04-28 12:26:37,,
843,gp:AOqpTOHxVpiWpZ4bYn7hDpvtPAro0xfY5gVzPNA-VbkC3i4WNFSRPi4hubOAlVJLNnwnolfPvT4PfpOpwV3m3w,goenawan ahmad,https://play-lh.googleusercontent.com/a-/AOh14GjER90uAdo8YiNtQfbXFDalsOalJrsSr7ic2Lp0,pada saat verifikasi nik & foto uda sukses tp kok blm bisa kepakek aplikasinya,2,0,1.0.0,2021-04-28 12:25:43,,
844,gp:AOqpTOFh_DYImkYTQuTBwY_S_sUiKIr9OUgb-4AE4SBp7E4Yeeqh_Qc8yfz-U7XhbOG9SEu6fX2s3Nb5xOuFaw,Rony Ismail,https://play-lh.googleusercontent.com/a/AATXAJwLPf1RLFXvEO6IZABab0pZhQbXNk_No4A_14hB=mo,Bagus apalagi buat mereka yg tidak banyak waktu untuk mengurus sim.. Hanya kita harus bersabar dalam pendaftaran ikuti pendaftaran dgn baik dan cermat anda pasti bisa... Salam dari banjarmasin,5,0,1.1.2000,2021-04-28 11:57:36,Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-04-29 11:14:44
845,gp:AOqpTOFLW6HrdY1bX885Ty6EgiDJJ5-QDi70lT8xFH6Z6GjGSrjzs5vRMOTeOK52_3USRW0wevif22BX4FxwOw,zaenal mustakim,https://play-lh.googleusercontent.com/a/AATXAJzuohuSpyvfO83ASLK_ToupbGrMpHHpDapBfkgi=mo,"Kenapa kalo daftar e-rikkes sama e-ppsi keterangannya ""NO UUID"" terus ya ?",2,0,1.1.2000,2021-04-28 11:48:54,"Mohon maaf, terkait isu tes Rikkes dan tes Epsi yang Anda alami, silahkan email ke erikkes.helpdesk@gmail.com atau eppsi.helpdesk@gmail.com untuk mendapatkan informasi lebih lanjut. Demikian informasi yang dapat kami sampaikan. Terima kasih.",2021-04-29 11:14:59
846,gp:AOqpTOHaUYehUdZtz-81ClG0CDDBJumxdhg4lMOwX8P6-txWA1tUhP7GMgYChv8O2mEdRmNUwx5JeochS568jQ,Cuz Encuz,https://play-lh.googleusercontent.com/a-/AOh14Ghf8qXd8XaVM0WzEuULadmN-Yx89H8ZUqv8qodb,sangat membantu ... semoga semakin berkembang dan lebih mudah...,5,0,1.1.2000,2021-04-28 11:44:42,Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-04-29 11:15:25
847,gp:AOqpTOEV3QqeKyHLL8ErrLOjxgo02azj5iYH3ihoelBlH3PLyzNE7xLAs5H8GPOusJ-DkmQZJqq1ZMGbk89pOw,BigBubble Gaming,https://play-lh.googleusercontent.com/a/AATXAJzfbKjcmOnmV4e9yJgJR8LmZtWd758yMywtzduk=mo,"Pak saya sudah proses perpanjangan dan semua sudah berhasil dan melakukan pembayaran. Tapi sudah di bayarkan dan ada notifikasinya juga, kenapa status nya masih transaksi ya? Masih digantung dibayar, belum di proses apa gimana pak? Kalau tidak ada kejelasan sementara kami pikir proses dan SIM kami lewat/matikan nanti salahkan pak. Mohon bantuannya kemana saya harus check status ini. Terimakasih. saya sudah email nya tapi tidak ada jawabannya. Bikin aplikasi kok ribet banget jadi nyusahin",1,2,1.1.2000,2021-04-28 10:49:00,"Mohon maaf atas ketidaknyamanannya. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi ini. Terima kasih.
",2021-04-26 9:32:06
848,gp:AOqpTOHsNwLOnTW65XM4Vd3IKvQvlYDKxUAgqaiOBtgil9y16elQQ5LV7Au86zsv7dZx7hIVCAzr09RxUYqxtg,Ahmad Yani,https://play-lh.googleusercontent.com/a-/AOh14GiD1S68D09ecZyeNU2LIavzJ8YR3AQovuAUo_Z8FQ,"OK Untuk Proses Perpanjanga SIM Tgl 21 April Instal trus lanjutkan poses perpanjangan sim karena Data Valid & Lengkap, psikotest pun lancar & dinyatakan lulus dilanjut proses pembayaran trus sampai 40%. Tgl 27 April poses sampai ke 80% & tgl 28 April SIM sampai Rumah. Wajar saja poses dari registrasi sampai selesai sampai di rumah membutuhkan waktu 1 Minggu karena melihat peningkatan / Lonjakan Pemohon perpanjangan yg hanya baru bisa di proses di Polda Metrojaya dan Polda Jatim. Bermanfaat.!!!",5,0,1.1.2000,2021-04-28 10:28:13,Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.,2021-04-29 11:16:04
849,gp:AOqpTOEHjRKHAkevrRsyIjnj9UrQDwL7NhtVizwq6pnjiEPKm8qTpdSl3WWGJNVbTE38OYDcdPxMjM8LdxobiA,iwan purnomo,https://play-lh.googleusercontent.com/a-/AOh14GjNnnI5UKKquv1JMsiNyGCuqSwvQJRxC7ZuYNYLHg,"Mohon di perbaiki segera sistemnya,saya sudah mau masuk menu pembayaran tapi ga bisa ga ada rekening tujuan gimana mau di TF,klo blman siap jangan bgini ,saya sudah email tapi tanggapan internet harus stabil, internet Wi-Fi saya stabil sudah saya cek di laptop lancar"" aja",2,0,1.1.2000,2021-04-28 10:20:55,"Apakah Anda sudah memilih metode pembayaran? Apabila sudah, mohon untuk mengecek email yang berisi informasi nomor VA. Jika Anda tidak menerima email yang berisi nomor VA, mohon menunggu 3x24 jam agar transaksi Anda expired secara otomatis. Kemudian Anda dapat mengulangi proses perpanjangan SIM Anda. Terima kasih.",2021-04-29 11:16:24
850,gp:AOqpTOFdGGc00AsiJkNR3qAKleP0n-Epske2nurcIJMS8B0HlIWKDqnTD43Lw1nCkxa49puwuhYnonJXM7m1gA,Biring Channel,https://play-lh.googleusercontent.com/a-/AOh14GjiZiuLPzdeRCkHn3LNmo_DRoT4orl_tegfp6qB,"Kenapa tidak bisa memasukan lokasi POLDA & SATPAS nya. Apa di KAB.LANGKAT gak bisa perpanjang online,, kecewa sama aplikasi nya...",1,0,1.1.2000,2021-04-28 10:18:08,"Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. Kedepan, kami akan menambahkan area pelayanan kami. Anda dapat memilih lokasi SATPAS yang tersedia di aplikasi dan memilih metode pengiriman POS Indonesia agar SIM dikirim ke tempat Anda. Terima kasih.",2021-04-29 11:16:42
851,gp:AOqpTOGx9SNGbmvA1zjv7jWzQS6ygva21r9Me2SIIh3wkud7lyYYm5UQhbBTd1X_KtMb_H_tRlmHP3WPW-94zA,Shobbachus Shiddiqi,https://play-lh.googleusercontent.com/a-/AOh14GjdgWW1chpHYT6zFfa75Oye4eLc9LZdikGuDhvcAQ,Mana ini kok gak bisa dipakai. aplikasi dalam pengembangan !! kecewa. tolong lah segera di perbaiki !!,1,0,1.1.2000,2021-04-28 10:09:00,,
852,gp:AOqpTOErrad7EyrqADzgxoiyaueK07sH-5CzOHUSnDr59tqm5_kANw6xNHuupBT3OvpLRICcsnnbuJXJEgjm0w,silupa lupa,https://play-lh.googleusercontent.com/a-/AOh14GgcsPI83d7cysVZFOWYPmn2ov5cBlh2XwpeqN23vQ,Dari tgl 23 status masih di bayar sedangkan sekarang tgl 28......mau sampai kapan beresnya...hadeuuu payah....alasan mulu,1,0,1.1.2000,2021-04-28 10:08:22,"Mohon maaf, saat ini pengajuan perpanjangan SIM melalui aplikasi mengalami lonjakan pendaftaran sehingga proses di Satpas membutuhkan waktu yang lebih panjang. Silahkan mengecek status transaksi Anda secara berkala. Terima kasih.",2021-04-29 11:17:19
853,gp:AOqpTOGH856TkPYi7_JS4DvSvnoNvcNx7EE97SooLFT5sm42o-dH2nx_OWqbleZPRqtDO9Qlfut5YjGLmeCtAA,Mohammad Nur Ega,https://play-lh.googleusercontent.com/a-/AOh14Gh8HPjmJrP6NOPRkd-S5SEmEkEpkfFBY0Pr38zg,"Terimakasih Polri, SIM A sudah berhasil saya dapatkan.. Registrasi tgl 22 April 2021, Sim diterima tgl 28 April 2021.. Note: Biaya perpanjamg SIM A: 80rb Biaya Layanan: 10rb Biaya Test Psikologi: 27,5rb Biaya Pengiriman: 24rb Total: 141,5rb Bravo POLRI..",5,0,1.1.2000,2021-04-28 9:43:27,"Terima kasih telah memberikan review positif. Korlantas POLRI akan terus meningkatkan kualitas dan layanan dalam aplikasi Digital Korlantas POLRI.
",2021-04-29 11:17:54
854,gp:AOqpTOEBEbW_oYrHcWqbCW9jC_OajfVxWyObpUMmKXEnCV9ekLJpv_v_ZzjOXNIvTaJFCYGx5Efinin4a11y6g,Gusti Nahru,https://play-lh.googleusercontent.com/a-/AOh14GjqSSB-sX5L4sgxMLZ0dHQC8CMh0zUEztlyiplM,Sebenernya aplikasi ini sangat membantu tetapi masih ada kekurangan lokasi satpas masih belum banyak terdaftar,3,0,1.1.2000,2021-04-28 9:22:34,"Saat ini perpanjangan SIM melalui aplikasi Digital Korlantas POLRI baru melayani beberapa daerah di Indonesia. Kedepan, kami akan menambahkan area pelayanan kami. Anda dapat memilih lokasi SATPAS yang tersedia di aplikasi dan memilih metode pengiriman POS Indonesia agar SIM dikirim ke tempat Anda. Terima kasih.",2021-04-29 11:18:11
855,gp:AOqpTOEs3uZ_x8YYTKok2KhwjrY8mDEpZDrmvgDuQMimQMGLuyOhhKZW5z5UAU9yRjI6ko31hQvv9wK-mwAKSQ,Ahmad Sanusi,https://play-lh.googleusercontent.com/a-/AOh14GhI9mLOq_vJPT5Br-LNYGuJ5jTX14bNk27CjT4Z8w,tiap mau unggah foto selalu force close aplikasinya jadi tidak bisa unggah dokumen mohon segera diperbaiki,3,0,1.1.2000,2021-04-28 8:28:35,,
856,gp:AOqpTOH07DJzVBHQzSg0RF6vvSgE0IXPZJ6Ux5aN7dYd_GoB8-gbeTtpEnPHwaugiJpWpmfbidKVv7R0ynOB1Q,Y. Ardian,https://play-lh.googleusercontent.com/a-/AOh14GgsYuq8bnP4M1iTMDNbjmWGmhNB7V6ru6PljX89,Mau verifikasi ektp ny ko gagal mulu ya pak,1,0,1.1.2000,2021-04-28 8:25:31,"Mohon maaf atas ketidaknyamanannya. Pastikan mendapatkan pencahayaan yang baik, tidak mengenakan kacamata saat foto, pandangan fokus ke motion yang ada pada layar handphone Anda dan ikuti instruksi gerakan dari proses pengambilan foto, dan pastikan sinyal atau jaringan dalam kondisi baik. Jangan lupa untuk update aplikasi Digital Korlantas Anda.",2021-04-29 11:18:31
857,gp:AOqpTOGR20ZNW0A2to6qZK1GvqoHKz7HEpqbt-bnoaPZHdyn4WwJFfZjEnQ_zVdRtUW6SI1VySdhk6T6jSB0dA,Sri Hidayati,https://play-lh.googleusercontent.com/a/AATXAJyi2rlE4QUp4KaSaZc6PY3ogUciDK8n1v6O-ffP=mo,Tinggal bayar aja DATA HAS NOT VALID . SIM TINGGAL 1 MINGGU LAGI GIMANA SOLUSINYA,1,0,1.1.2000,2021-04-28 8:12:28,,
858,gp:AOqpTOHvuj31joM0hNDZLCgbetS8PKCBtveCcabbvzYeaw27zWcm94kL2FPSBKlnP70IpblfuNnh3TbE1llmdA,Rahardi Haksomo,https://play-lh.googleusercontent.com/a/AATXAJyoa3oQOjHEIorBamP1nd87gRvmvjygI3rTk-8O=mo,"Kata siapa yg bilang susah masuknya, triknya gampang, masuk jgn pas jam sibuk, cuma tes psikologi aja hrs sabar",5,0,1.1.2000,2021-04-28 7:55:31,"Mohon maaf atas ketidaknyamanannya. Silahkan mengupdate aplikasi Digital Korlantas POLRI Anda dan mencobanya kembali secara berkala. Apabila masih ada isu, mohon mengirimkan email ke info@digitalkorlantas.id agar kami dapat membantu menyelesaikan isu yang Anda alami. Korlantas POLRI akan meningkatkan kualitas aplikasi ini. Terima kasih.",2021-04-15 5:54:20
859,gp:AOqpTOHr9E8LwV6ZBtqN7tbyxW6nJNTlA_RhRXftavguLXrtXeAvMxN2gk92_6P94CEFULfXHuHpbh-jMYF15Q,mukhamad fauzi,https://play-lh.googleusercontent.com/a-/AOh14Gg_jEl-C6T_c1dvBKVIn5dUmKfKcFPQL6z64svBaA,Lumayan ribet dan saya masih bingung Lokasi Satpas nya POLDA JATIM Tapi untuk Wilayahnya cuma ada POLRES JOMBANG sedangkan saya posisi di malang,3,0,,2021-04-28 7:54:09,,
860,gp:AOqpTOHK47Pc_gqxelHk6dvshmjo_hLps1jHVoFHIuQ0lImv66GtpqsnV_3ekFNIl-qhPO9xX4txdmfkCKVe6A,Renata Nk,https://play-lh.googleusercontent.com/a-/AOh14GiRYl9izsi_ix5TMaBV0ax2jy0qvdnBbHfGYsCYjoc,Ini bagaimana ya..masa katanya online..tapi kok kudu dateng juga ke polres buat check kesehatan..mending langsung dateng ke polres nya buat perpanjangan..ini ada sulosi nya??,2,0,1.1.2000,2021-04-28 7:27:04,,
861,gp:AOqpTOFaX7fGU4uZmo3Kq1CXlTsJSOjLQ9mJ4ghlPRlwZh58YkFg9fCDSm5zscEm9_cv1dP3Dqd-1Im9hI2PPw,Lourent Gabriel,https://play-lh.googleusercontent.com/a-/AOh14GgsrFAVl_ooBaVt5OoP0aMZJfmL4LXocY8-UceKtw,"Akhirnya sudah dpt juga kode OTP nya. Tinggal nyiapin syaratnya foto background biru nya. Ok,semoga lokasi tempat saya bisa ya.",5,0,1.1.2000,2021-04-28 7:21:13,"Mohon maaf atas ketidaknyamannya. Jika Anda tidak mendapatkan OTP, hal tersebut terjadi karena nomor yang Anda masukkan salah atau jaringan/provider Anda sedang bermasalah. Maksimal untuk mendapatkan OTP adalah 3 kali per 5 menit. Setelah itu Anda dapat mencobanya kembali 1 jam kemudian. Jangan lupa untuk mengupdate aplikasi Digital Korlantas Anda.",2021-04-28 7:18:07
862,gp:AOqpTOF6X0ENsMwvkfnmorwt49Al1chKgYENwUOMWq1DdPDwTx-FlE6k7nW2C0uwBcnJLYGQbHsKq6-SmDYckQ,Effendy Effendy,https://play-lh.googleusercontent.com/a-/AOh14GiWFZtldfdd0PWgawZ34mEjyRdbPSaPscutdgvD,"Saya sudah coba aplikasi ini, benar memudahkan kita mengurus perpanjangan SIM. Prosesnya hanya 2hari SIM sudah terbit dan proses pengantaran 2hari. Kita tinggal duduk manis dirumah tanpa harus capek antri. Bagi yang belum berhasil atau terkendala pada saat registrasi pastikan jaringan anda, storage HP anda. Ikuti langkah yang diberikan. Perhatikan juga lampiran2 dan konsentrasi saat tes. Coba terus sampai berhasil. Hebatnya aplikasi ini juga menyimpan SIM kita sebagai Digital ID di HP. Salam",5,0,1.1.2000,2021-04-28 6:40:06,,
863,gp:AOqpTOF_m-5CW1XTg5OtkpNxErOMUKLl4OA5DC3B2A8XuX2MSX1GAwmvuRgzPln4no5g3ywudeqpoArv8oe3FA,Daryati Arfan,https://play-lh.googleusercontent.com/a/AATXAJzh5A9jDfIy-if2qbYUARig8a6a5F9iBOAK3PSQ=mo,Saya fertifikasi muka berkali2 gagal terus sebabny apa ya,1,0,1.1.2000,2021-04-28 6:34:45,,
